,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52
PF3D7_API01300,3.069900481,3.601089259,3.18323,3.408096667,3.436477778,3.2927,11.48588519,12.6465837,7.43662,8.537474049,7.474343438,3.12263,3.550187813,2.18403213,2.05978,1.249616462,1.111883593,1.431551,1.256951741,1.251625108,1.474934,1.606463742,1.720389483,1.798097,1.61843712,1.34850925,1.134359
PF3D7_0609300,3.437792068,4.409919654,5.27953,6.706062324,6.936323704,6.59762,8.785871852,7.677051111,6.370585,5.844972437,5.652201892,5.57111,4.929582165,2.788740242,2.0208,2.253807407,2.193716296,1.78902,1.815891852,1.80076537,1.730675,1.93935125,2.339100417,2.73501,1.995541111,1.847208917,2.43797
PF3D7_0424100,1.418722963,1.464401593,1.356309,1.472033261,1.627792831,1.845231,8.954988388,36.44172498,48.26337,71.70483263,106.0113992,154.61415,66.81460892,10.58080077,4.46658,3.867916283,2.889247845,1.617102,2.385196815,2.315994815,1.35018,1.448635463,1.614572344,1.909432,5.516636193,5.275742222,1.18012
PF3D7_0518600,3.645988105,3.77502082,4.37259,8.408918853,10.44513257,11.0656,14.04170395,12.61522074,9.56519,9.193054684,9.208778307,10.17487,10.10713156,5.724034562,4.86246,5.080704444,4.909705554,4.04607,3.769422022,3.62239456,3.51421,3.155474901,3.36440963,4.24998,3.614461481,3.442471254,3.61255
PF3D7_1461100,3.152644745,4.139217448,5.50047,5.505534322,5.254774074,4.5365,12.02916667,13.97392222,10.31779,10.74953444,10.03571786,7.12667,11.42051613,2.503134687,2.17011,1.945262185,1.850782682,1.817489,1.821765985,1.869920423,1.98321,1.971124074,2.019445627,2.21487,2.285933875,2.426851391,2.74525
PF3D7_1123800,3.164180143,3.515818912,3.69464,5.896647224,6.120118889,4.70063,11.7585337,11.54855444,8.683055,6.710039554,5.397287943,5.07106,6.167826188,1.998420565,1.868869,1.719665174,1.638130854,1.604426,1.781113407,1.826310074,1.778756,2.088100315,2.46512013,2.70738,2.204431852,2.104679647,2.50086
PF3D7_1112100,4.198570198,4.287458889,3.56817,5.065384815,5.007212222,3.34379,12.38616778,13.60880364,10.951505,11.39144152,11.07078554,9.894765,13.18703045,3.40117196,2.68983,2.393333469,2.294582699,2.26524,2.350277037,2.242010982,1.836678,1.819102055,2.149140741,3.09872,2.961557037,2.940615728,3.12163
PF3D7_0523700,3.897511159,5.2611959,6.06196,5.646550467,4.733746636,3.44223,2.668693268,2.525686,3.00198,2.967855209,2.892095192,2.70844,2.586055253,2.712094219,2.22899,1.734819115,1.651263736,1.770901,1.859050857,1.821582905,1.636298,1.588913836,1.595385112,1.683625,1.978333134,2.26716099,2.5463
PF3D7_1015500,4.495396477,6.449145551,7.62986,6.610534428,5.607134661,4.99044,4.554782022,4.653947771,4.606875,5.086872047,4.58718831,2.860355,3.998633772,1.83757643,1.428411,1.563936926,1.590431257,1.48459,1.309182076,1.267868332,1.293317,1.386839355,1.500498241,1.604925,1.667088591,1.861128935,2.53889
PF3D7_1309900,3.559155898,6.161282741,9.57332,7.181245926,6.75191,7.91731,3.791732222,2.46720205,5.662315,6.522813003,5.711384939,3.422125,2.836533919,1.835102833,1.825153,1.630252612,1.73809963,2.23203,1.733952873,1.50380681,1.462234,1.302796095,1.432461815,1.932107,1.806302556,1.867975436,2.46458
PF3D7_1229800,1.406684639,1.538921538,1.70409,1.741389985,1.820661514,2.11882,31.74732618,96.98263372,99.171905,146.1027703,149.4513733,110.0237,55.93769164,7.346273557,4.77086,3.812152931,2.93802889,2.20339,2.121322328,2.00534985,1.814483,1.63046366,1.762459826,2.58011,3.66304536,3.258208259,1.344689
PF3D7_1461000,2.663931045,4.036195424,6.1039,5.769834135,4.484333272,2.40086,2.969593333,2.907894691,3.86715,3.55992105,3.298563848,3.2862,3.707981575,2.467242123,1.609445,1.583398339,1.563085527,1.537703,1.477539358,1.431670881,1.409678,1.52898763,1.564074741,1.545014,1.744612824,1.976153225,2.19761
PF3D7_1414900,6.713637075,6.491094751,5.21633,4.358101914,3.136236261,1.909267,2.448172926,2.276442704,2.5207845,2.510221212,2.498644453,2.41266,2.233730351,1.915919153,1.602915,1.668774713,1.877732713,2.30625,2.668992759,2.717843704,2.63674,2.649907557,2.729269719,3.00826,3.341961304,4.362087308,6.21832
PF3D7_1005700,2.204701122,3.362982442,5.5902,5.086441448,4.205887811,3.40147,5.258112366,7.325890269,6.941885,9.54341609,9.597849867,6.72367,4.229750424,2.031690166,1.518028,1.603676148,1.560521667,1.351575,1.584989074,1.563700259,1.269461,1.478063866,1.618991245,1.661803,1.519730407,1.556323102,1.93822
PF3D7_1014900,1.473469173,1.654333547,2.04054,2.503827475,2.715254666,2.81795,57.44229881,66.46211433,28.0768,26.02183913,25.1239949,23.3455,33.09421888,3.826850767,2.45068,2.229568774,1.944043554,1.632352,1.68460163,1.637628751,1.409624,1.327241471,2.174491111,4.63604,2.826962422,1.705299022,1.411197
PF3D7_0923600,2.651449466,4.03742564,5.71654,4.368006667,3.923944815,4.00373,3.698618889,4.225713704,4.944385,4.491138506,3.491924465,2.20171,2.675111913,1.546915691,1.329114,1.287851461,1.33903663,1.502567,1.496333667,1.605027593,1.921815,1.429246111,1.350899778,1.619622,1.547722741,1.594788078,1.990969
PF3D7_1036400,1.380969996,1.284006586,1.0853565,1.06928121,1.0709824,1.0966389,1.184442962,1.911085566,2.6045435,3.295850743,4.427462911,7.088295,11.30897976,19.06960223,11.8877,6.254060134,3.624390622,2.60074,2.053247758,1.972273704,2.01429,1.952666358,1.74293416,1.426112,2.149777185,2.151099135,1.407759
PF3D7_0820400,2.03250611,3.204623613,4.48828,4.780658981,4.5564298,3.44922,2.59083983,2.918593333,4.039775,3.917532981,3.669422725,3.11566,2.411360629,2.287138913,1.905704,1.750014251,1.801752222,2.02447,1.389581111,1.299360444,1.676476,1.535355221,1.448649557,1.426291,1.54952063,1.54815537,1.421025
PF3D7_0806200,1.412382212,1.59144707,1.786239,1.913394719,2.391227919,4.56066,24.05858881,43.82406157,33.4633,28.91529741,19.71774078,9.302515,11.2497346,2.666601696,2.17955,2.118405762,1.885846865,1.428194,1.617931778,1.64237137,1.522461,1.603326321,1.918580234,2.43315,1.707495434,1.350760344,1.295608
PF3D7_0816300,2.993173329,2.187643048,1.701983,1.674269127,1.533280405,1.227077,1.337055519,1.355442444,1.634107,1.63552497,1.699638655,1.792993,1.909047789,1.685029216,1.531821,1.791523238,2.401447888,3.46956,4.641502654,5.317219072,5.59416,5.459641481,5.658708519,6.36199,6.003800598,5.231324271,4.03409
PF3D7_1331500,2.324610919,2.231971,1.781631,2.416104333,2.329208148,1.44646,5.701897037,7.034616667,5.415945,9.738379306,14.15762211,21.07447,9.006062269,3.284059927,2.74532,2.287413522,1.890112217,1.576251,1.43783822,1.436870852,1.502059,1.402852333,1.457334743,1.799275,1.980166395,2.061239425,2.10636
PF3D7_1456300,7.058124421,7.060949924,6.16922,4.506967255,3.361516307,2.72281,2.002612811,1.691628111,2.5382685,2.896051423,2.932723424,2.568955,1.676998072,1.94328334,2.57397,2.769763769,2.968085911,3.23818,3.927780313,4.098652597,3.98101,3.315308144,3.62076037,5.09219,4.753575185,4.956605209,6.22625
PF3D7_0524200,1.446027601,1.574523333,2.20745,2.042027037,2.078676434,2.62021,3.611112576,7.187798363,9.69436,12.10255402,11.36530803,6.608185,4.341982905,3.807646682,2.79743,2.629080168,2.294404293,1.813252,2.556771691,3.133646606,3.34939,1.955458148,1.675357037,2.269,1.994343879,1.825183112,1.759591
PF3D7_0924500,1.738177688,1.893846197,2.28127,2.024694444,2.071111989,3.06311,15.24412505,17.7369426,10.957805,8.830303932,7.401957281,6.497255,9.068769251,2.514008015,2.08081,2.274869259,2.242975889,1.877354,1.707017297,1.677112016,1.688549,1.79524167,2.116788018,2.576,1.925218519,1.702797152,1.725427
PF3D7_1114000,1.146422872,1.102367149,1,1.116222478,1.473243856,1.979073,1.462429296,1.624984074,2.31789,2.839112222,2.986741824,2.917675,2.975393607,2.805572588,1.965479,1.670737657,1.841499259,2.47432,2.089716548,1.807973964,1.676052,1.465295112,1.308428412,1.227213,1.471825593,1.454143905,1.153004
PF3D7_1435200,1.424233111,1.381948704,1.120005,1.652128704,1.746260556,1.483085,6.876081296,7.98353963,4.73486,6.907545185,7.363138819,6.27559,7.106654216,3.419449816,2.87574,2.24440553,2.023737825,1.969924,1.927061319,1.890347897,1.850606,1.753225964,1.635524246,1.546532,1.791109037,1.72281237,1.283102
PF3D7_0203000,1.505161961,1.539087198,1.873824,2.898253395,2.92829,2.16229,6.825838148,7.621393333,7.222845,10.73304489,13.93232373,16.1251,10.53162372,3.477550228,2.62371,1.882437317,1.740885419,1.768607,1.842564877,1.83110406,1.687909,1.543906532,1.567056922,1.796348,1.971426485,1.926469373,1.631399
PF3D7_1445800,1.235529649,1.258844146,1.543166,1.692949399,2.078144963,2.70178,2.748641383,2.8445134,2.624205,2.922322514,2.93899939,2.610725,2.446022583,2.595911048,2.35015,2.172794207,2.200183333,2.38225,2.242644587,2.041571353,1.85888,1.766645912,1.776218,1.850898,1.670162533,1.514545744,1.420677
PF3D7_1417400,1.196578667,1.187031444,1.156867,1.19606927,1.224873437,1.241841,4.119349529,5.809971699,4.8045,7.741098748,9.477551933,9.569435,6.636476505,2.211785452,1.857049,1.630709352,1.549949072,1.526025,1.524442646,1.47415472,1.321459,1.294811375,1.329422891,1.463022,1.508556664,1.432697926,1.193692
PF3D7_1307900,1.185370894,1.248422635,1.29956,1.465470155,1.846367821,2.93803,17.35941957,29.55830086,23.97255,22.86568976,18.07448158,9.57825,10.15023165,2.426689866,1.955563,1.59995441,1.426198159,1.345878,1.302039507,1.304786878,1.339015,1.344183898,1.450844964,1.734605,1.445231568,1.212552765,1.121146
PF3D7_0307900,1.962362649,2.208368065,2.45369,3.25344805,3.071689075,1.790968,1.627048672,1.497111142,1.994477,2.075406149,2.093634549,1.9416685,1.647847521,1.52470551,1.470845,1.344110007,1.365075593,1.518063,1.481064332,1.388785668,1.275747,1.337042298,1.412084712,1.476807,1.532089025,1.603597683,1.714515
PF3D7_0916800,73.15764843,138.7995145,192.905,111.8343692,53.08979372,33.1882,64.10990075,102.5303363,96.09875,78.09250109,53.65147137,21.0081,11.20476273,13.53998867,8.93533,2.572849109,2.184439402,6.38555,8.039216153,6.431148148,1,19.34925926,24.19084815,19.6747,29.59818148,32.58134815,31.1812
PF3D7_1106400,3.706484363,6.083151219,7.39341,6.585977643,5.165260135,3.85965,4.294124974,5.3283081,8.53676,9.665038982,7.979022127,3.314286,3.825387116,2.459555744,2.05748,1.961424399,1.760594707,1.358845,1.06094056,1.076789741,1.296189,1.076789741,1.064520296,1.248864,1.064520296,1.041350418,1.335168
PF3D7_0202800,1.899936307,1.738385693,1.43885,5.201583333,6.290078148,5.63733,6.648278148,6.528822485,5.699515,4.969948099,4.237908744,3.50575,4.089320848,1.871381444,1.979917,1.635896678,1.239671433,1,1.50301037,1.660909902,1.548929,1.12673032,1,1,1.151176075,1.509482591,1.931752
PF3D7_0521200,1.674774423,1.971891984,2.25304,2.487026263,2.71854519,2.89155,2.321351218,1.550773597,2.758475,2.57997657,2.350757787,2.138575,1.901300812,1.786706528,1.699483,1.638867141,1.491180421,1.271271,1.514877667,1.473573,1.111953,1.134886996,1.198363486,1.282196,1.073161926,1.068191104,1.380058
PF3D7_0221500,101.9831982,111.2144565,84.3402,37.86989122,13.7616256,5.67606,2.818176759,1.791563743,2.2290895,2.352595438,2.115390315,1.67377,1.470323011,1.103461685,1,1.313352593,1.313352593,1,1.052405395,1.084225471,1.0922522,1.023917237,1.008904992,1.0775121,2.464685361,11.82229175,45.8888
malmito_rna_RNA11,13366.37157,33097.75189,62355.7,73536.45061,105550.0689,158940,118631.1111,120210.2006,107866.75,121576.1979,103164.2157,44413.65,84941.87323,21016.98889,22826.1,17949.62768,11869.89974,6971.93,3774.373323,3703.191149,5754.77,6812.672689,7319.520977,7521.23,7002.924442,6023.570744,5065.08
PF3D7_1105000,2052.272769,5090.124755,11574,14348.25495,19398.04101,30980.3,53536.90548,103934.7592,89573,59915.17318,34682.39494,19870.175,13700.28801,4848.424124,4626.53,2669.370527,2039.083238,2032.9,1907.745821,1901.582977,2096.02,2431.273994,2934.552659,3402.74,2050.654969,1372.21355,1261.01
malmito_rna_1,1681.372998,3249.063986,4828.85,5684.618474,9765.62548,18047.5,14693.27778,14417.11481,9821.285,8286.495261,5724.235073,3509.045,7203.015036,1783.405556,2421.05,2038.850667,1449.335423,946.645,889.7783553,887.810037,904.773,744.0381852,787.1392593,1071.02,686.1437037,557.6498776,605.328
malmito_rna_LSUF,710.0357022,1241.668877,1788.25,1662.509259,2041.704444,3250.86,2577.808148,3190.393704,3278.9245,2827.280911,2158.587937,1691.405,2525.97537,1103.292222,1112.07,691.7418519,551.3075926,570.395,465.0532857,381.3738769,343.956,328.6485686,295.1622318,246.468,285.1869423,341.3740341,417.836
PF3D7_1252300,6411.253381,4312.258854,1521.16,917.4218389,854.1274444,936.823,518.3576302,258.7425518,215.0655,203.2479563,217.8303345,270.0845,299.3954342,886.1114649,1404.5,1053.311042,838.7825105,761.553,548.21541,507.3704403,615.271,1139.425221,1424.475005,1538.6,2528.496698,4723.913895,7277.9
PF3D7_0309600,2535.076296,2578.636022,2481.02,1945.841015,1959.744074,2479.27,1607.969771,990.0124139,705.2955,665.3906852,682.4078826,858.969,1243.305006,2557.370928,2852.17,2405.918148,2364.122963,2690.96,2384.582222,2342.437042,2719.07,3778.962217,3674.338148,2506.19,2774.738148,2739.00963,2368.38
PF3D7_0617200,159.2069417,97.40028552,51.9171,64.23948267,80.37396547,91.5422,87.00646129,60.42744538,41.77687,44.04324943,49.22401509,55.19925,126.6092337,192.2210147,218.202,314.0449167,335.4772222,318.475,342.0073267,360.8920066,368.291,286.2376667,278.0658021,344.816,359.3358275,334.2964653,224.41
PF3D7_1347700,78.61124295,65.5480937,59.3871,50.03523201,53.76609259,70.6335,67.28031481,102.6299428,144.7958,208.9332987,258.8015022,335.63,381.523712,591.4662222,533.424,539.0151111,505.7289103,380.539,339.8635673,299.062956,258.766,244.8959322,213.5420046,166.893,180.2418889,168.9554091,108.676
PF3D7_1346100,399.495513,295.1900599,261.137,225.2599498,319.4102593,609.791,390.8235926,344.7825185,295.406,217.9391992,148.169779,114.97045,233.1799073,270.6978333,373.066,437.5496157,450.3173591,450.691,456.0963233,469.184707,501.729,656.8406543,656.8496296,521.06,695.5948148,734.403144,616.494
PF3D7_0502400,50.91658779,25.98661957,12.9907,6.304802559,5.874191111,7.98748,5.342376296,5.723722989,11.67836,19.99578901,43.8455516,100.606,134.6495332,253.9284777,209.239,193.2780187,174.0721568,151.547,139.0301208,136.0992727,135.6,114.7032125,108.8241175,116.734,147.5261047,144.5818419,92.4441
PF3D7_0614300,192.5454844,142.1305243,119.968,126.8133806,159.5311749,218.601,192.8628994,156.7870215,105.85545,77.5332551,63.6290041,59.95545,79.49047955,38.12452716,36.778,48.7694227,60.81129413,70.3991,94.00220421,123.764614,156.652,193.4402087,217.3414804,235.32,334.0457906,347.9726579,273.177
PF3D7_0214100,50.8701213,48.58168519,52.6265,48.34842593,53.64304881,80.2908,93.11006691,115.3622348,97.0448,103.7968862,112.1883974,143.27135,208.1571535,311.740918,279.013,278.2192146,259.8118556,200.502,184.8018468,172.1672875,158.371,126.8227294,118.5480281,119.181,125.2406386,115.1385676,71.0239
PF3D7_1468100,210.3079507,137.8767805,103.32,84.76629799,90.559592,132.456,182.3251487,183.0384117,115.0137,93.20571963,78.35002415,68.77305,118.1592214,125.6070242,149.793,182.0096178,191.3547298,192.837,200.6454057,209.9465655,220.328,245.0814092,269.6169812,290.715,319.3740721,323.3572671,305.39
PF3D7_1434300,82.16194284,65.26106526,30.8279,50.98967778,55.49570836,42.7275,24.94100631,10.90311533,14.663165,19.60907795,23.97604308,28.3755,47.73301702,107.9497589,125.179,158.2500892,164.2225344,153.135,138.7425278,130.7625303,127.865,137.2316667,131.5471481,105.939,108.7678889,104.3380993,85.9719
PF3D7_0924000,38.28215583,29.20204773,22.5258,22.13911873,22.63268763,26.3681,45.74184961,83.27927458,84.7593,118.8613599,155.3675738,187.7765,162.7849526,169.1444363,153.992,139.4735467,120.0881539,100.7277,97.4778876,90.56797551,80.2846,81.95334074,77.92058889,64.7297,67.80777407,64.74949253,48.1272
PF3D7_0918900,60.81146569,62.05503704,68.248,65.9419741,62.28940709,56.7426,28.2733003,19.58481051,21.30565,24.23701398,28.7062884,35.00435,66.29192128,145.6189338,162.055,182.4684826,173.7851111,136.134,142.7962222,140.9634754,123.029,108.9936654,96.78826429,88.1463,86.67816566,80.71221543,66.1674
PF3D7_1332700,64.11913613,54.46151418,46.2629,41.18371384,36.80179711,31.933,16.75878713,13.23739523,21.04475,23.17376979,25.52941536,35.2231,65.76906266,126.6806047,131.668,140.0554454,136.3205679,116.884,112.2451057,105.0745152,96.5813,96.64781852,92.58304815,80.9029,84.69401111,83.92109606,74.1359
PF3D7_0209700,43.45730986,32.53838555,22.009,15.83404924,15.51629259,17.8957,13.3897,13.74257304,18.18025,28.29277591,32.65420617,37.77685,62.52183514,106.8792192,98.936,89.71717279,83.78830243,80.6123,78.98095181,72.23104266,59.0992,108.2249778,108.1245407,58.7118,62.72446667,62.17764053,52.9821
PF3D7_1135400,55.45853934,59.8132963,89.505,63.41433333,63.11574444,88.3533,51.75352222,47.60568519,52.8485,43.17457872,30.79051272,19.27775,57.86634304,68.73790214,73.5161,113.0632807,123.3991111,117.228,133.505037,137.1795185,131.401,147.9513704,151.6052848,139.663,114.8299694,94.53705838,80.1205
PF3D7_1326400,33.89803906,34.6708037,43.8131,37.40413704,37.22724444,43.1308,19.64042963,12.22849254,15.1273,18.11448706,17.82240601,15.50915,32.98877576,70.80080982,102.38,127.533797,127.0752438,109.134,106.5020636,99.73051964,85.755,80.52206958,74.49258111,68.9167,70.01736667,65.43777575,46.0425
PF3D7_1358900,70.9683268,73.72484074,94.3281,81.47150741,86.07540741,112.086,53.80555556,38.62364444,39.1786,32.17122887,26.02060012,23.21905,32.86370825,51.20612573,97.5899,113.6690111,124.1443535,132.166,139.1294682,149.7802287,161.083,148.817277,130.6987827,115.086,112.2117647,105.6618117,89.949
PF3D7_1466700,95.3836878,93.93483263,90.7494,52.59888771,40.57475556,42.2272,17.42135556,9.730216071,13.80365,20.23789937,21.57610628,19.509,31.54131577,90.80287391,121.801,154.053374,148.1708519,111.419,121.1478889,124.5289647,124.345,120.713087,112.3033187,102.445,125.4524074,124.1946882,96.6085
PF3D7_0507900,32.58567092,32.32394756,31.8844,25.5096828,28.67084444,43.7664,20.60165926,17.3856,22.4022,22.80252618,21.31215164,19.42705,32.43166378,69.25554523,92.2586,122.7058117,120.6063379,92.4955,89.1516251,92.82788889,104.695,83.44699014,66.74282204,58.8402,53.0889497,43.72698868,32.8825
PF3D7_1461900,97.62565385,98.93507407,107.107,88.10825926,83.28686667,88.5102,38.91627407,21.70283708,20.2127,25.62937591,25.97523979,23.12735,49.2476688,114.2457479,150.843,175.0611682,174.5066249,155.897,149.4729817,142.6289458,135.223,131.7899613,123.3768937,110.548,117.568,117.0467906,105.297
PF3D7_0318600,27.67918216,19.61790224,12.5108,13.32035556,12.86094809,9.57685,6.232937096,5.557718642,7.33607,10.02159515,14.69925024,24.6501,37.60320746,76.50418652,77.8888,77.46410545,73.45987629,62.259,58.72365271,55.03445048,51.409,50.57929617,47.51005486,40.9506,40.03160896,38.17924845,33.6904
PF3D7_1013900,19.56594641,14.91603233,12.6599,15.20551711,16.51714938,16.8676,19.44784091,18.49491698,13.02655,10.11518225,11.14728424,18.81055,33.63471618,80.09923494,99.8575,103.4996728,113.6387951,130.983,124.1987941,119.7080186,117.706,110.1939763,97.34738305,77.9641,51.1746221,35.19396406,27.0943
PF3D7_0508300,80.82350301,97.43036736,127.19,109.2492593,109.3138148,127.439,66.19677778,53.31125556,62.9622,57.74270638,44.96703837,25.6175,39.31356053,19.16354575,20.3475,27.54656536,28.86245556,26.1029,33.3429,35.63622963,34.9486,42.57760101,46.82875647,48.2727,80.7457166,87.94935185,77.2915
PF3D7_0928500,27.19346448,17.54327993,10.52543,9.071587144,8.562291353,8.29094,7.540129748,5.787772027,6.54957,6.276109397,7.199949133,9.487145,13.23112757,36.42567835,49.2309,52.76959459,52.35861481,49.5918,53.57957778,53.85281882,50.1694,49.29887007,49.30185666,50.0681,51.73945445,49.53030372,37.6503
PF3D7_0827000,42.73833423,31.2581767,21.9285,21.57842157,20.19755696,15.6059,10.37119397,5.966695774,7.21093,8.400387292,10.41510758,13.330015,26.34141348,60.39198158,67.4577,74.74816648,74.5490963,69.6188,71.35472593,71.28901105,67.6712,61.17275589,55.58669231,52.4968,59.5645037,60.41590302,52.438
PF3D7_0809900,13.32974074,12.78612593,11.0562,13.98795072,16.66683719,18.5479,24.58113801,22.85093704,16.9317,17.47617242,28.06233972,65.68435,91.58596228,156.9800662,121.437,112.8433324,101.2686393,84.8177,74.46313833,62.74185382,52.1852,51.41513925,47.3547471,33.6749,20.69759479,14.9078666,13.153
PF3D7_0823800,59.03133905,45.88173636,38.8682,31.42548754,33.74119692,48.7474,57.48930678,58.10294791,44.9223,31.73407758,19.51037927,12.20185,21.1667333,6.785072868,4.90399,6.174896282,8.448876529,11.6585,15.95580723,18.91086398,20.9806,25.21375612,31.08809488,39.5876,60.00953754,71.14229078,74.5952
PF3D7_1345700,52.98347912,58.77327657,87.781,108.6044728,130.5201765,147.614,95.9002963,80.80313704,69.05595,57.12870682,41.61810573,29.99765,30.95782251,22.73566792,26.4334,28.01466528,29.25815012,30.6221,36.49246886,40.59268902,42.7215,45.91917097,46.7087818,46.7402,65.52858381,69.23198754,58.5204
PF3D7_1244700,26.96415638,16.32309811,9.51315,11.04340926,11.43096296,11.008,24.16607407,23.13849741,19.003395,21.49532256,24.329828,28.3425,34.99460775,62.58679192,79.2236,69.00863751,62.72834776,60.4823,55.1535851,54.74751852,57.541,51.72742403,47.57783438,45.7356,43.26438298,40.57203932,37.1497
PF3D7_1127500,37.4968963,36.46947778,36.9597,36.28036667,49.0347037,86.155,60.58314815,62.6046963,75.2557,62.79334523,47.69535486,35.8823,40.38010382,17.73698266,14.2973,16.26411481,15.53435561,10.76839,9.522284461,8.992541036,8.77629,12.24280573,18.22923274,25.5877,31.48104287,37.00114199,40.9226
PF3D7_0201500,395.8663729,315.2655054,84.5605,63.91851024,53.95946629,48.1378,46.45472482,41.17463003,26.5952,18.23131078,19.95030707,32.60845,14.80929597,13.57762235,21.0808,34.07761398,42.05494515,45.1031,38.87191481,37.46278889,39.6679,38.3568368,34.53018542,29.2889,60.79336632,187.5865707,398.08
PF3D7_1218600,54.17068056,57.83534074,70.6906,53.50237778,49.28168889,54.4108,27.4550963,18.84730903,20.70235,23.11736685,22.08473075,17.99065,37.11970239,62.30559521,76.2133,86.60452964,86.1679963,79.1257,87.46266296,87.05531481,77.5545,79.55109259,77.40653485,67.365,64.20584502,61.20413957,57.9096
PF3D7_0722300,15.38193745,10.59966362,7.03397,9.212814444,9.393306119,7.08267,5.835996048,4.339667092,5.07891,5.829610789,6.980778627,8.38161,12.42450323,30.00050249,37.3284,39.27612777,39.06658148,37.6071,37.96191481,37.74326361,35.6603,28.36163269,26.22985556,26.3343,25.37112558,23.30242483,19.7868
PF3D7_1476600,31.58023926,18.08497626,11.6173,12.69878148,12.58247778,11.1687,11.61541438,13.93350705,27.0789,29.43350609,32.24986652,35.37505,35.7595117,46.30956495,48.5326,49.06493388,47.7661037,43.8264,44.74793183,48.97424487,61.7083,81.31267514,79.36276667,59.7101,66.75424815,66.07670671,50.8332
PF3D7_0206300,19.82745764,13.86533193,8.50182,10.03795333,10.13653309,8.19691,6.617207945,4.646535257,8.59643,9.06526112,12.2434874,19.5174,17.23191842,48.50985162,80.9628,86.41951895,83.54364166,68.8453,60.44438197,52.79843109,45.4671,38.38658528,32.94839787,28.8732,24.77667516,23.63267296,23.4111
PF3D7_0613700,37.40433469,34.00318754,28.9755,29.12878017,32.03045453,43.5361,52.95914737,65.94355127,55.7814,40.37247376,28.26967064,21.02795,19.54993337,8.100947435,5.22463,5.308045212,5.522181473,6.03842,7.652746513,8.601016308,9.04167,10.05344262,13.5132939,19.5908,20.09556557,25.3493184,38.4398
PF3D7_0624500,17.76302963,18.53419607,28.3012,94.31731504,111.5600519,100.4802,208.8521843,258.9901268,192.3135,174.8142269,141.4177257,97.031,106.9484016,34.57562293,27.2765,21.27251538,17.24798379,14.5533,12.16851017,12.44411607,16.8971,30.016158,32.25194867,25.7353,20.36361429,19.32221481,19.6554
PF3D7_0418100,15.25605432,12.18413711,8.69382,9.867486667,10.05060214,8.80438,6.376136607,4.388750139,5.55433,5.528361937,6.201810746,8.218085,12.30160438,24.3304067,24.6107,27.65219474,29.41258541,30.0717,31.86737753,31.61037037,29.502,30.90577778,29.05039157,21.9638,21.51362412,20.2526203,17.1336
PF3D7_1003600,11.5358337,13.26084053,12.2426,11.23635947,11.78101694,17.8068,211.0670926,954.2390535,1227.10175,1659.57106,1927.777413,2044.846,1296.192676,131.9944052,88.0104,65.74387317,41.54144406,20.1878,21.40476296,20.66765264,15.1309,7.752910323,7.910058957,20.0428,66.05237808,60.70687074,5.94393
PF3D7_1444500,7.547808644,5.347108269,3.71124,3.898714074,3.796887407,3.31848,4.806791111,4.779205926,5.581685,6.037611473,13.71052172,41.399115,61.43933498,111.408268,70.271,57.22013548,47.92788462,40.5554,35.80095356,29.80123621,22.7299,18.70230531,17.4914316,17.092,11.23703077,9.218062011,9.15217
PF3D7_0302100,61.89470483,47.8579248,34.6435,35.25261111,35.01029085,32.1662,22.20874477,14.00713179,16.98608,17.54960084,19.02813471,21.2749,25.45749152,46.19197857,52.5395,53.89265322,53.3914037,51.3857,54.77458889,54.54164444,50.4872,55.14579259,55.12207037,50.3957,55.57698306,63.40917991,69.6595
PF3D7_1133400,6.184392963,5.885288148,4.49414,7.362190492,14.95766365,34.5545,87.69814696,540.298875,916.4432,1249.738994,1253.754045,1018.933,1033.990955,85.00295757,50.1629,35.69745075,22.60202172,12.3878,13.47431852,12.67894741,9.31994,9.550734792,10.4933602,13.6538,23.28977093,20.77869667,5.64783
PF3D7_0614800,28.00410388,25.57316667,15.6805,23.35753704,25.25995556,23.0184,35.92121481,33.5471677,20.6028,19.05916226,18.48453235,20.34115,15.26705827,7.451119764,6.00519,5.057291036,4.528720313,4.20555,3.820408588,4.477010848,7.35792,8.651869309,11.30682624,15.8317,17.6291777,20.01435573,23.567
PF3D7_1420300,15.18947377,13.7480384,7.36168,5.38625142,3.987931291,3.10075,5.131947729,7.293988833,8.61226,12.61415149,16.60941846,19.727,23.43182554,48.9884715,50.8289,37.26437871,30.72478796,29.7716,32.23352593,30.62397699,22.6964,21.51547422,19.83395035,17.0881,14.30174659,13.72065216,13.9441
PF3D7_0422200,18.30534679,14.32980832,10.24068,11.07906519,10.33623296,7.37547,8.241188519,7.390981481,8.33,8.709942206,9.63251872,10.591035,8.939275025,14.70090114,21.9447,29.2298719,31.37539423,31.7389,32.65390083,32.48970059,30.3756,26.2877957,25.55555185,26.5837,25.15133461,23.09988287,20.8581
PF3D7_0904600,29.68824148,21.46906248,14.4535,16.82157407,16.2603037,12.2886,15.07385926,13.75394444,17.5206,16.63833834,16.71048607,17.9282,22.1690805,34.10956581,37.7198,40.14608303,41.27985591,41.8384,42.47657183,42.33371706,40.7234,36.32767554,35.1685744,35.804,39.32424041,39.69944789,35.8227
