ID_REF	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23
10498978	103.2	138.1597421	159.3	168.9027579	173	149.2	125.4	139.3083642	163.3	189.8916358	206.4	183.4347632	149.1	126.0765954	111.4	107.424026	104.2	97.81590849	91.9	88.4487069	86.8	89.39869281	93.9	97.27569472
10501235	499.1	500.9586207	505.7	529.9413793	551.3	542.05	532.8	547.9511725	570.1	580.5505516	592.5	631.9482759	662.9	658.5581614	647.7	598.7418386	556.3	595.9	635.5	592.6	549.7	565.9	582.1	560.35
10502772	162.1	167.6810127	174.7	184.5672016	193.7	198.2267857	202.7	213.2	220.7	213.1502653	200.9	191.4484233	183	174.8513115	170.4	170.7150628	171.6	183.2349372	194.3	177.9058767	156.4	146.8441233	142.4	144.8395604
10510624	286.2	290.3722115	292.4	292.6215385	292.7	275.35	258	261.406125	267.3	271.9398448	278	294.4540302	307	301.1	295.2	303.8	312.4	303.5369792	294.2	293.6489183	293.2	292.1195461	290.3	284.9945565
10514779	2556.5	2501.342314	2455.7	2412.551436	2389.4	2434.65	2479.9	2406.6	2333.3	2448.165948	2583.2	2613.679566	2631.3	2643.07558	2652.3	2659.69402	2669.7	2721.584886	2766.1	2730.503497	2660.1	2541.296503	2457.3	2507.8
10517312	426.2	383.5	365.5	370.9809492	381	394.2190508	402.9	373.8107591	340.6	333.7892409	331.1	346.735471	370.8	385.3080283	400.1	423.8954105	443.1	448.7038383	453.3	462.8572519	469.3	449.25	429.2	439.65
10518781	247.8	188.840638	152.6	135.215612	127.7	129.6663594	134.5	149.9796932	171.1	185.0040819	202.9	251.6372976	319.8	406.1125679	460.5	457.35	454.2	458.95	463.7	439.0703997	399.5	373.5415876	343.6	286.8214335
10520096	598.5	595.9666667	594.5	593.9333333	593.7	595.6	597.5	562.2915512	516.8	497.8584488	489.2	512.2	535.2	524.45	513.7	514.2372414	515.6	520.1214543	528.2	542.6736573	557	562.749226	569	593.8684211
10522250	1145.2	1144.9375	1144.9	1155.55	1166.2	1105.3	1044.4	1053.4	1062.4	1007.65	952.9	967.35	981.8	975.5496951	965.2	957.0370973	949	939.2132075	933.4	972.5957068	1017	1022.812204	1028.9	1101.321061
10523281	1156.1	1194.03125	1210.7	1207.55	1204.4	1212.85	1221.3	1143.1	1064.9	1095.45	1126	1111.284183	1084.8	1053.490467	1029.9	1023.125349	1020.4	1048.7	1077	1072.35	1067.7	1069.304305	1073.8	1120.520879
10526232	243	278.375	294	291.8030303	289	287.8969697	287.4	330.8147507	387.1	410.8852493	421.8	407.1459774	383.1	360.1540226	346.6	357.35	368.1	364.8221986	356.8	328.0076423	297.6	286.4414166	281.4	281.0287425
10526853	477.1	433.3875	415.3	421.7848185	434.9	458.71518150000003	475.9	465.8594516	446.1	413.2905484	390.2	399.35	408.5	373.1	337.7	354.3891389	375.9	382.107324	388.8	417.8262817	448.7	459.0563142	467.5	481.9709412
10530733	913.3	975.89375	1003.9	1001.45	999	1000.65	1002.3	918.8011302	830	823.105092	818.7	814.2135276	807.5	754.6302502	706.8	715.75	724.7	708.5	692.3	739.9990615	809	842.7212545	876.1	942.429684
10533386	283.7	274.6546576	269.8	268.5015924	268	275.8	283.6	274.7	265.8	277.4810092	295.9	308.9043827	320.3	331.5695261	338	338.2985839	338.6	351.2964981	363.7	341.65	319.6	328.45	337.3	311.65
10534667	82.8	92.3125	95.9	91.85	87.8	94.45	101.1	96.94540441	91.4	88.75459559	87.5	102.6765659	122.2	130.1734341	133.8	128.5832335	121.7	119.3468364	117.1	112.6437333	107.4	102.3586968	98.3	96.22464286
10542264	840.2	800.6041155	777.1	770.1692801	762.9	714.7328544	672.7	685.3	697.9	684.4319716	664.2	653.064404	641.6	619.0036244	603.5	642.4931818	683.3	685.9963531	687.1	687.337097	687.6	700.2421826	725.4	771.0811856
10545394	3285.6	3253.366193	3238.4	3237.877557	3237.7	3321.1	3404.5	3391.920538	3369.6	3342.679462	3325.5	3354.700494	3405.3	3462.149506	3497.6	3476.4	3455.2	3536.675011	3636.3	3662.332062	3681.7	3710.692927	3728.2	3611.729857
10545479	135.8	126.69375	123.9	129.1296089	138.7	151.3703911	159.7	158.45	157.2	157.25	157.3	155.5101449	152.1	146.9898551	143.5	147.15	150.8	145.0727273	138.8	138.189378	137.6	133.1878947	129.3	135.6961916
10545862	2806.1	2241.81741	1918.3	1798.23884	1749.2	1757.855078	1777.3	1829.194922	1870.3	1738.8	1607.3	1999.59672	2590.7	2988.008821	3258.2	3356.362506	3440.8	3598.407613	3758.3	3885.52434	3952.5	3882.351014	3712.2	3167.769187
10545865	2539.2	2005.821086	1715.3	1631.015378	1597.8	1597.276036	1597.1	1636.65	1676.2	1570.5	1464.8	1810.601765	2315.6	2609.106916	2824.4	2951.117853	3062	3216.657799	3350.5	3436.665666	3478.5	3435.351746	3325.7	2871.113925
10545869	2739.8	2195.675526	1881.5	1764.340977	1712.1	1702.939747	1699.6	1771.35	1843.1	1720.15	1597.2	1988.812166	2556.8	2874.165842	3114.6	3276.37018	3423.7	3650.218103	3801.5	3816.68371	3822.1	3718.978654	3489.8	2998.658954
10545910	1500.1	1507.625	1508.7	1463.210179	1408.5	1395.50556	1385.9	1375.699916	1361.8	1311.434345	1270.6	1365.25	1459.9	1446.85654	1430.8	1425.49346	1423.2	1436.561118	1460.1	1480.322215	1505.5	1558.466667	1596.3	1523.665926
10546056	193.3	207.8	214.1	212.5	210.9	216.85	222.8	214.7	206.6	217.4666985	229.7	231.3163607	232.8	237.4128294	244.9	259.7541114	270.5	265.8963696	255.7	230.0036304	209.9	217.4	224.9	212.9
10548194	986.3	934.14375	912	917.9290749	929.2	945.9709251	957.4	891.2558298	808.8	781.1128812	767	763.9068537	760.7	729.2244352	700.6	729.2	757.8	756.4	755	827.1462224	925.1	975.0537776	999.2	989.4265836
10549276	32.3	33.6125	33.8	30.65	27.5	29.95	32.4	28.8	25.2	26.353125	28.8	32.81556187	38	43.72933945	48.6	51.70197368	53.2	51.50817308	48.1	42.5444585	37.6	35.64736842	34.8	35.50588235
10550632	519.4	506.15625	501.2	507.05	512.9	509.7716931	504.3	499.3422338	494	486.8360731	482.4	492.15	501.9	483.9	465.9	473.35	480.8	477.95	475.1	500.5171959	532.4	541.7663012	549.1	560.7665028
10551600	691.3	751.548724	786.8	801.001276	806.9	799.8820276	787.5	775.484639	763.5	751.2333333	744.3	745.65	747	719.45	691.9	724	756.1	744.3112769	721	681.6887231	653.9	665.2411364	681.7	690.1996417
10556463	292.3	369.3002686	420.8	452.2684814	466.8	445.6134971	405.8	362.6966924	310.1	239.339033	173.7	134.2793113	104.3	76.87603351	59.8	54.75793269	52.3	51.2375	50.8	59.765844800000004	80.1	123.0885785	181.6	235.9272583
10557843	681.4	670.55	669	714.5	760	745.55	731.1	787.2573092	878.2	961.5926908	1010.2	975	939.8	941.5731417	946.3	979.1468005	1011.1	1014.330058	1015.5	870.6639177	710.9	689.3084648	677.8	668.5276175
10558961	964.4	787.2450932	698.3	683.9361568	678.7	728	777.3	702.65	628	648.297241	689.5	745.743252	820.1	913.4059038	1014	1119.315977	1191.3	1212.987626	1221.7	1204.836751	1169.6	1098.063249	1044.9	1051.7
10559333	954	930.93125	922	926.6126559	939.1	1042.737344	1138.5	1067.132376	990	983.6299269	977.5	930.0165523	882.3	875.6741703	869.2	827.4969747	791.4	834	876.6	841	805.4	884.5	963.6	950.65
10559341	1335.8	1321.1625	1315.5	1318.320292	1326.4	1479.429708	1627.2	1543.670151	1423.6	1348.329849	1309.6	1348.4	1387.2	1348.043259	1274.3	1167.706741	1095.7	1140.85	1186	1181.7	1177.4	1228.5	1279.6	1272.260841
10561004	249	255.9705078	259.9	261.2544922	261.8	258.3248884	252.1	244.3751116	239.4	243.5485102	252.7	273.3179927	293.1	300.4334971	303.6	288.95	274.3	291.1	307.9	293.4692308	274.3	267.8758299	261.1	237.665393
10564631	1971.6	1969.823162	1964.9	1916.447426	1861.4	1845.51199	1837.4	1834.464605	1832.7	1831.102817	1830.3	1857.815551	1898.9	1920.131972	1943.8	2007.552478	2055.3	2046	2036.7	2098.3	2159.9	2155.012101	2142.2	2078.644267
10565479	1062.2	1033.7	1025	1048.4	1071.8	979.4	887	962.5	1038	995.672615	937.3	912.0112711	890.2	856.9661139	836.3	881.8	927.3	914.55	901.8	914.8736842	938.6	961.7424982	989.2	1033.333818
10565846	1569.8	1549.90173	1516.7	1448.07327	1397.8	1451.3	1504.8	1490.430981	1454.8	1302.979452	1170.4	1167.339567	1166.3	1210.3	1254.3	1222.5	1190.7	1191.487739	1193.8	1278.850714	1379.3	1401.469619	1420.7	1464.258985
10565962	168.5	169.2578409	171.2	181.4421591	190.5	190.4746269	190.4	187.0753731	183.8	186.2722727	191.2	199.7277273	205.8	202	198.2	208.35	218.5	212.8529762	202.6	189.3470238	180.7	186.3	191.9	191.1
10568436	282.3	281.425	281.3	283.3	285.3	284.1	282.9	285.992126	290.6	292.7633467	295.6	314.2945274	330.8	310.3	289.8	290.85	291.9	285.4688742	275.3	266.6311258	261.7	271.65	281.6	278.95
10569646	1842.2	1853.925	1855.6	1837.440528	1809	1785.459472	1772.2	1784.85	1797.5	1772.6	1747.7	1918.98581	2112.8	2149.76419	2164.2	2144.45	2124.7	2203.5	2282.3	2240.130385	2153.5	1987.669615	1866.3	1914.65
10569927	356.4	359.246063	364.1	374.291437	381.8	373.2	364.6	373.0059168	389.9	419.9440832	441.5	414.35	387.2	395.9262948	406.8	410.6237052	412.3	408.0932099	398.2	365.9567901	339.4	343.1715026	351	365.1387915
10572109	289.6	274.35	269.4	278.9610727	291.2	296.0889273	298.3	284.3068237	266.6	259.9179212	256.9	256.8501706	256.8	242.0250845	227.3	229.8417151	236	259.2582849	278.9	273.8	268.7	286.4	304.1	301.55
10574087	2318.3	2180.034298	2044.7	1880.240702	1782.7	2075	2367.3	2162.063675	1926.1	1875.036325	1854.7	2068.497525	2368.2	2531.055547	2626.4	2649.996868	2669.3	2701.501607	2751.6	2911.448453	3039.3	3010.047368	2935.4	2554.930639
10575777	1559.4	1552.702465	1539.7	1509.972535	1487.4	1570.25	1653.1	1580.510463	1503.9	1499.178092	1495.4	1487.172444	1473.1	1434.090687	1383.8	1336.798314	1310	1344.556809	1393.5	1413.862191	1437.4	1534.031	1613.1	1585.35
10578207	148.3	125.0541304	111.1	104.9208696	102.3	108.05	113.8	104.1	94.4	95.72198444	98.9	107.3055349	120.1	137.4236235	150.5	152.7144086	155.1	194.2344486	231.2	202.7	174.2	185.95	197.7	160.55
10579852	276.9	273.14375	271.7	273.15	274.6	266.6	258.6	261.1	263.6	243.65	223.7	229.6	235.5	223.6	211.7	228.61202	252.1	265.13798	271.6	268.9	266.2	281.7121429	300.4	305.8878571
10580219	4254.1	4160.825	4132.3	4205.969768	4284.9	4293.180232	4296.2	4177.438043	4033	4001.268336	3969.2	3826.801354	3687.3	3658.564098	3632	3549.586493	3459.3	3401.641676	3372.8	3598.718028	3877.9	3947.062565	4012.9	4210.048755
